"property_id","property_name","property_address","property_street","property_city","property_state","property_zip","property_website","property_owner","property_management","property_asset_grade_market","property_asset_grade_submarket","year_built","total_units","total_square_feet","status","msa","submarket_name","survey_date","last_sale_date","last_sale_price","parcel_number","levels"
"2695","Stillwater","5560 S Vine St, Murray, UT 84107","5560 Vine","Murray","UT","84107","http://www.rentstillwater.com/","The Milestone Group","Highmark Residential","B-","C+","1986",456,343368,"Stabilized","Salt Lake City/Ogden/Clearfield, UT","South Salt Lake/Murray","8/3/2020",NULL,NULL,"",3
"2697","Summer Meadows","6000 Ohio Dr, Plano, TX 75093","6000 Ohio","Plano","TX","75093","http://www.summermeadowsapts.com/","Starwood Capital Group","Highmark Residential","B","B","1986",389,323259,"Stabilized","Dallas-Plano-Irving, TX","West Plano","8/3/2020","2016-05-25",NULL,"R-1986-00A-0010-1",2
"2698","Vizcaya","1400 Patricia, San Antonio, TX 78213","1400 Patricia,","San","TX","78213","https://www.vizcayaapt.com/","Bruce Petersen","Bluebonnet Holdings Inc","B","B","1983",256,171520,"Stabilized","San Antonio-New Braunfels, TX","Northwest San Antonio","8/5/2020","2016-07-29",NULL,"16616-003-1070",3
"2699","The Regent","17717 Preston Rd, Dallas, TX 75252","17717 Preston","Dallas","TX","75252","https://www.alapts.com/apartments/tx/dallas/the-regent/","American Landmark Apartments","American Landmark Apartments","B+","A","1984",460,327980,"Stabilized","Dallas-Plano-Irving, TX","Far North Dallas","8/7/2020","2019-06-28",NULL,"R-1361-00V-0010-1",2
"27","Palencia Apartments","3450 Palencia Dr, Tampa, FL 33618","3450 Palencia","Tampa","FL","33618","http://www.palenciaapts.com/","Ginsberg Property Group","JMG Realty Inc","B","B-","1985",419,338133,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","Carrollwood/Citrus Park","8/7/2020","2009-08-28",NULL,"016427-5000",3
"270","Marquette Preston Park","4701 Preston Park Blvd, Plano, TX 75093","4701 Preston Park","Plano","TX","75093","http://www.marquetteatprestonpark.com/","Marquette Companies","Marquette Companies","B","C+","1996",266,296324,"Stabilized","Dallas-Plano-Irving, TX","West Plano","8/18/2020",NULL,NULL,"R-3462-00A-0010-1",3
"2700","Summerfield Place","11777 N Meridian Pl, Oklahoma City, OK 73162","11777 Meridian","Oklahoma","OK","73162","http://www.summerfieldplaceapartmentsoklahomacity.com/","Case & Associates","Case & Associates","A","A","1981",224,163296,"Stabilized","Oklahoma City, OK","Northwest Oklahoma City","8/18/2020","1995-04-24",NULL,"191001000",2
"2701","Summers Crossing","1500 Preston Rd, Plano, TX 75093","1500 Preston","Plano","TX","75093","http://www.summerscrossingapts.com/","Starwood Capital Group","Highmark Residential","B","B","1986",294,239904,"Stabilized","Dallas-Plano-Irving, TX","West Plano","8/4/2020","2003-02-01",NULL,"R-1905-00A-0010-1",2
"2702","Summers Landing","3900 Centreport Dr, Fort Worth, TX 76155","3900 Centreport","Fort","TX","76155","https://bhmanagement.com/communities/summer-landing-apartments/","Nexpoint Residential Trust","BH Management","A-","A","1985",196,139160,"Stabilized","Fort Worth-Arlington, TX","Hurst/Euless/Bedford","8/18/2020",NULL,NULL,"05610249",2
"2703","Highline","8729 Graves Ave, Santee, CA 92071","8729 Graves","Santee","CA","92071","http://www.highlinesantee.com/","Stratford Partners","ConAm Management Corporation","B-","A-","1986",160,134720,"Stabilized","San Diego-Carlsbad, CA","El Cajon/Santee/Lakeside","8/3/2020","2016-06-27",NULL,"384-142-03-00",2
"2704","Terra Vida","150 S Roosevelt Rd, Mesa, AZ 85202","150 Roosevelt","Mesa","AZ","85202","http://www.terravidamesa.com/","Starwood Capital Group","Highmark Residential","C+","C","1988",384,305664,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Southwest Mesa","8/10/2020","1996-06-04",NULL,"134-35-019-G",3
"2705","The Verano","2800 S Dairy Ashford Rd, Houston, TX 77082","2800 Dairy Ashford","Houston","TX","77082","https://veranoinhouston.com/","Madera Residential","Madera Residential","B-","C","1981",312,226200,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Far West Houston","8/6/2020","2016-04-19",NULL,"040-225-000-0122",2
"2706","Enclave at Cypress Park","1822 Barker Cypress Rd, Houston, TX 77084","1822 Barker Cypress","Houston","TX","77084","http://www.theenclavehouston.com/","Starwood Capital Group","Highmark Residential","B-","B","1984",384,345600,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Bear Creek","8/4/2020","2017-04-28",NULL,"006-090-003-0015",3
"2707","Pointe Vista","2045 W Butler Dr, Phoenix, AZ 85021","2045 Butler","Phoenix","AZ","85021","https://www.prmpointevista.com/","Univest, Inc.","Morrison, Ekre, & Bart Management","C+","B","1981",160,118240,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Northwest Phoenix","8/3/2020","2015-10-01",NULL,"158-06-022-G",2
"2708","The Gables of McKinney","1500 Eldorado Pkwy, McKinney, TX 75069","1500 Eldorado","McKinney","TX","75069","http://www.gables-apartments.com/","Starwood Capital Group","Highmark Residential","B","C+","1986",220,169840,"Stabilized","Dallas-Plano-Irving, TX","Allen/McKinney","8/6/2020",NULL,NULL,"R-1972-001-0010-1",3
"2709","The Lodge at 1550","1550 Katy Flewellen Rd, Katy, TX 77494","1550 Katy Flewellen","Katy","TX","77494","https://www.alapts.com/apartments/tx/katy/lodge-at-1550/?utm_source=GMB&utm_medium=organic","Starwood Capital Group","American Landmark Apartments","A+","B+","1984",204,135864,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Katy","8/7/2020","2019-12-17",NULL,"0292-00-006-0100-914",2
"271","Champions Centre","13222 Champions Centre Dr, Houston, TX 77069","13222 Champions Centre","Houston","TX","77069","https://www.championscentrehouston.com/","Eagle Property Capital","Vidalta Property Management","B","A+","1995",192,164544,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions East","8/3/2020","2019-03-04",NULL,"117-943-000-0001",3
"2710","McAlister","450 El Dorado Blvd, Webster, TX 77598","450 El Dorado","Webster","TX","77598","https://www.alapts.com/apartments/tx/webster/mcalister/","Starwood Capital Group","Milestone Property Management","A-","B+","1985",214,164994,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Clear Lake","8/6/2020","2019-12-17",NULL,"045-101-000-0120",3
"2711","The Lakes at Renaissance Park","14000 Renaissance Ct, Austin, TX 78728","14000 Renaissance","Austin","TX","78728","https://bhmanagement.com/communities/the-lake-at-renaissance-park-apartments/","Starwood Capital Group","BH Management","B-","C+","1987",308,214984,"Stabilized","Austin-Round Rock, TX","Pflugerville/Wells Branch","8/18/2020","2006-07-03",NULL,"273385",3
"2712","Avondale","6760 S Trenton Ave, Tulsa, OK 74136","6760 Trenton","Tulsa","OK","74136","https://avondale-tulsa.com/","GENERAL PROPERTIES","Eucalyptus Real Estate","C+","B-","1979",328,221728,"Stabilized","Tulsa, OK","Central Tulsa","8/5/2020","2013-03-15",NULL,"09185-83-06-07060",2
"2713","Paseo Del Paseo","3030 Elmside Dr, Houston, TX 77042","3030 Elmside","Houston","TX","77042","https://www.villasdelpaseo.com/","BH Properties","Internacional Realty","C+","B-","1978",144,139536,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Westchase","8/6/2020","2013-01-31",NULL,"110-142-000-0002",2
"2714","The Lost Creek Ranch","11325 Ih 37, Corpus Christi, TX 78410","11325 37,","Corpus","TX","78410","http://www.lostcreekranchapartments.com/","","Privately Managed","B-","B-","1984",250,216500,"Stabilized","Corpus Christi, TX","Inland Corpus Christi","8/5/2020","2016-07-29",NULL,"200054100",2
"2715","Waters Edge","9320 S Padre Island Dr, Corpus Christi, TX 78418","9320 Padre Island","Corpus","TX","78418","https://www.atiproperties.net/watersedge","The Milestone Group","All Texas Investments LLC","C+","C+","1984",250,199750,"Stabilized","Corpus Christi, TX","Downtown/Bayside","8/3/2020","2016-07-29",NULL,"272335",2
"2716","Northgreen at Carrollwood","3831 Northgreen Ave, Tampa, FL 33624","3831 Northgreen","Tampa","FL","33624","https://www.alapts.com/apartments/fl/tampa/northgreen-at-carrollwood/","American Landmark Apartments","American Landmark Apartments","B+","A-","1986",438,369234,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","Carrollwood/Citrus Park","8/4/2020","2009-08-11",NULL,"015910-0500",2
"2718","Timbers of Cranbrook","14000 Ella Blvd, Houston, TX 77014","14000 Ella","Houston","TX","77014","https://txexcelpropertymgmt.com/details/?ID=28","Kalkan Real Estate Investment","Texas Excel Property Management Services Corp","C+","C","1984",256,196352,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions East","8/5/2020","2020-03-31",NULL,"041-115-000-0174",2
"272","Champions Park","13050 Champions Park Dr, Houston, TX 77069","13050 Champions Park","Houston","TX","77069","https://championsparkhomes.com/#","Eagle Property Capital","Vidalta Property Management","B-","B+","1992",264,233640,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions East","8/4/2020","2019-03-04",NULL,"113-763-000-0009",3
"2720","Parks at Treepoint","6601 Treepoint Dr, Arlington, TX 76017","6601 Treepoint","Arlington","TX","76017","http://www.parksattreepoint.com/","InterCapital","Dayrise Residential LLC","B","C","1982",586,471730,"Stabilized","Fort Worth-Arlington, TX","South Arlington/Mansfield","8/4/2020","2016-02-16",NULL,"04849671",2
"2721","Mueller Flats","1071 Clayton Ln, Austin, TX 78723","1071 Clayton","Austin","TX","78723","http://www.muellerflats.com/","Firmus Equity Partners","Firmus Equity Partners","C+","C","1984",396,276804,"Stabilized","Austin-Round Rock, TX","East Austin","8/3/2020","2014-09-16",NULL,"223368",3
"2722","Trinity Mills","2750 E Trinity Mills Rd, Carrollton, TX 75006","2750 Trinity Mills","Carrollton","TX","75006","https://www.trinitymillsapts.com/","Privately Owned","NE Property Management","B","B","1982",208,162864,"Stabilized","Dallas-Plano-Irving, TX","Carrollton/Farmers Branch","8/5/2020","2006-01-19",NULL,"65-12444-301-008-0000",2
"2723","Azure Urban Living","17617 Midway Rd, Dallas, TX 75287","17617 Midway","Dallas","TX","75287","http://www.azureurbanliving.com/","Privately Owned","Devonshire Real Estate & Asset Management","B+","B","1984",240,150240,"Stabilized","Dallas-Plano-Irving, TX","Far North Dallas","8/5/2020","2017-12-13",NULL,"R-1420-00A-0030-1",3
"2724","50 Stoneview","50 Stoneview Trail, Lilburn, GA 30047","50 Stoneview","Lilburn","GA","30047","http://www.live50stoneview.com/","Emma Capital Investments","First Communities","C+","C+","1986",236,247564,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Southeast Gwinnett County","8/6/2020","2016-07-15",NULL,"R6161-270",2
"2725","Villas of St. Moritz","7221 Lamb Rd, San Antonio, TX 78240","7221 Lamb","San","TX","78240","http://www.rentvillasofstmoritz.com/","NFI Managment","NFI Managment","B","B","1986",216,149040,"Stabilized","San Antonio-New Braunfels, TX","Medical Center","8/3/2020","2010-11-17",NULL,"13664-000-0090",2
"2726","Waterford on the Meadow","1414 Shiloh Rd, Plano, TX 75074","1414 Shiloh","Plano","TX","75074","http://www.waterfordonthemeadow.com/","CONTI Real Estate Investments","Northstar Group Residential","B-","B-","1984",350,304850,"Stabilized","Dallas-Plano-Irving, TX","Central/East Plano","8/3/2020","2019-05-13",NULL,"R-1620-001-0010-1",2
"2727","6947 Everhart","6947 Everhart Rd, Corpus Christi, TX 78413","6947 Everhart","Corpus","TX","78413","https://www.6947everhartapts.com/","Shippy Multifamily Group","Shippy Multifamily Group","B+","B+","1984",250,216500,"Stabilized","Corpus Christi, TX","Inland Corpus Christi","8/18/2020","2020-03-26",NULL,"200061460",2
"2728","Wimbledon Apartment Homes","16222 Stuebner Airline Rd, Spring, TX 77379","16222 Stuebner Airline","Spring","TX","77379","http://www.wimbledon-apartments.com/","Western Wealth Capital","CAF Management","C+","C","1978",161,154560,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Spring/Tomball","8/3/2020","2018-07-30",NULL,"106-024-000-0016",3
"2729","Park East","14609 Banyan Bluff Dr, Tampa, FL 33613","14609 Banyan Bluff","Tampa","FL","33613","http://www.parkeasttampa.com/","Ginsberg Property Group","JMG Realty Inc","","","1987",192,151872,"Rehab","Tampa-St. Petersburg-Clearwater, FL","University","8/3/2020","2016-09-01",NULL,"035174-0000",2
"273","Villas at Chase Oaks","600 Legacy Dr, Plano, TX 75023","600 Legacy","Plano","TX","75023","http://www.villasatchaseoaks.com/","BH Management","BH Management","A-","A","1987",250,193750,"Stabilized","Dallas-Plano-Irving, TX","Central/East Plano","8/18/2020","2018-12-31",NULL,"R-2176-001-0010-1",2
"2730","Ivy Commons","3555 Austell Rd SW, Marietta, GA 30060","3555 Austell","Marietta","GA","30060","https://bhmanagement.com/communities/ivy-commons-apartments/","Capital Square 1031","BH Management","B-","A-","1986",344,324048,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","West Marietta","8/18/2020","2018-07-26",NULL,"19-0780-0-001-0",2
"2731","The Hamilton","100 Windsor Park Ln, Hendersonville, TN 37075","100 Windsor Park","Hendersonville","TN","37075","https://www.alapts.com/apartments/tn/hendersonville/the-hamilton/floor-plans#k=17272","American Landmark Apartments","American Landmark Apartments","B","A-","1986",232,151960,"Stabilized","Nashville-Davidson--Murfreesboro--Franklin, TN","Sumner County","8/5/2020","2019-06-28",NULL,"159K-C-021.00",3
"2732","Winridge","2075 S Paris Way, Aurora, CO 80014","2075 Paris","Aurora","CO","80014","http://winridgeapartments.info/","Mountain Crest Properties","Mountain Crest Properties","C","C+","1986",364,303576,"Stabilized","Denver-Aurora-Lakewood, CO","Southwest Aurora","8/5/2020","2014-03-05",NULL,"1973-26-1-44-001",3
"2733","Rock Creek at Hollow Tree II","200 Hollow Tree Ln, Houston, TX 77090","200 Hollow Tree","Houston","TX","77090","https://rockcreekinhouston.com/","Madera Residential","Madera Residential","B","B-","1983",320,222720,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions East","8/3/2020","2011-12-06",NULL,"108-234-000-0002",2
"2734","Woodchase","2900 S Gessner Rd, Houston, TX 77063","2900 Gessner","Houston","TX","77063","http://www.thewoodchase.com/","American Realty Investors LP","American Realty Investors LP","C","C","1978",270,252450,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Westchase","8/6/2020","1997-10-01",NULL,"110-142-000-0001",2
"2735","The Abbey at Jones Road","10802 Greencreek Dr, Houston, TX 77070","10802 Greencreek","Houston","TX","77070","http://www.abbeyjonesroad.com/","Abbey Residential","Abbey Residential","C+","C","1982",126,113904,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions West","8/5/2020","2016-04-12",NULL,"105-435-000-0002",2
"2736","Woodlake Townhomes","2600 Westerland Dr, Houston, TX 77063","2600 Westerland","Houston","TX","77063","http://www.woodlaketownhomestx.com/","Tarantino Properties Inc","Tarantino Properties Inc","B-","C+","1976",315,242550,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Westchase","8/3/2020","2006-04-19",NULL,"104-828-000-0005",3
"2737","500 Flats","500 E Loop 820, Fort Worth, TX 76112","500 820,","Fort","TX","76112","https://500flatsapartments.com/","Privately Owned","United Apartment Group","B-","B+","1982",248,198152,"Stabilized","Fort Worth-Arlington, TX","East Fort Worth","8/18/2020","2017-12-21",NULL,"03912957",2
"2739","Woodscape","4200 N Meridian Ave, Oklahoma City, OK 73112","4200 Meridian","Oklahoma","OK","73112","http://www.woodscapeapartmentsoklahomacity.com/","Poe Companies","Case & Associates","A-","A","1985",498,364536,"Stabilized","Oklahoma City, OK","West Oklahoma City","8/18/2020","2007-11-08",NULL,"145433300",3
"274","Green at Chevy Chase","1701 Johnson Dr, Buffalo Grove, IL 60089","1701 Johnson","Buffalo","IL","60089","http://www.greenatchevychase.com/","Penobscot Property Management","Penobscot Property Management","B","A+","1988",592,500240,"Stabilized","Chicago-Naperville-Elgin, IL-IN-WI","Lake County/Kenosha","8/11/2020","2009-06-15",NULL,"15-35-300-173-0000",3
"2740","Motif Apartment Homes","2529 W Cactus Rd, Phoenix, AZ 85029","2529 Cactus","Phoenix","AZ","85029","https://arizona.weidner.com/apartments/az/phoenix/motif-1/","Weidner Apartment Homes","Weidner Apartment Homes","B-","A-","1986",696,573504,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Northwest Phoenix","8/6/2020","2015-09-17",NULL,"149-06-002-F",3
"275","Crown Colony I","900 SW Robinson Ave, Topeka, KS 66606","900 Robinson","Topeka","KS","66606","https://www.crowncolony-topekaapts.com/","Monarch Investment and Management Group","Monarch Investment and Management Group","A","","1986",156,121056,"Stabilized","Topeka, KS","","8/18/2020","2019-09-24",NULL,"098-33-0-20-04-018-000",3
"276","Crown Colony","900 SW Robinson Ave, Topeka, KS 66606","900 Robinson","Topeka","KS","66606","https://www.crowncolony-topekaapts.com/","Monarch Investment and Management Group","Monarch Investment and Management Group","A+","","1997",64,51328,"Stabilized","Topeka, KS","","8/18/2020","2019-09-24",NULL,"098-33-0-20-04-018-000",3
"277","TGM Danada","2 Sterling Cir, Wheaton, IL 60189","2 Sterling","Wheaton","IL","60189","http://www.tgmdanada.com/","TGM Associates","TGM Associates","B","B+","1990",600,550200,"Stabilized","Chicago-Naperville-Elgin, IL-IN-WI","Central DuPage County","8/4/2020","2017-11-13",NULL,"05-28-401-046",3
"278","Landmark at Gleneagles","4909 Haverwood Ln, Dallas, TX 75287","4909 Haverwood","Dallas","TX","75287","http://www.landmarkatgleneagles.com/","Starwood Capital Group","Highmark Residential","B-","B-","1986",590,521560,"Stabilized","Dallas-Plano-Irving, TX","Far North Dallas","8/4/2020","2013-07-23",NULL,"R-1801-000-0010-1",3
"2792","Silver Creek","10710 E 41st St, Tulsa, OK 74146","10710 41st","Tulsa","OK","74146","http://silvercreektulsa.com/","Vesta Capital","Vesta Capital","B-","B","1979",320,238080,"Stabilized","Tulsa, OK","East Tulsa","8/3/2020","2015-04-15",NULL,"77365-94-30-45900",2
